tokens,labels
Herman,1
as,1
a,1
result,1
of,1
addltlonal,0
fundlng,0
approved,1
by,1
the,1
Executlve,0
Commlttee.,0
Th1:,0
could,1
1ncrease,0
m,1
a,1
deflclt,0
of,1
"$1,253,",0
nun,0
15,1
contemplated,1
addltlonal,0
requests,1
from,1
MCA,1
standlng,0
commlttees,0
were,1
approved.,1
Two,1
CMA,1
037504,0
2050,1
alternatlves,0
for,1
flnanclng,0
the,1
deflclt,0
were,1
presented,1
to,1
the,1
Executlve,0
Com?,0
mlttee,0
W,1
fundlng,0
from,1
reserves,1
or,1
levylng,0
a,1
speclal,0
assessment.,1
In,1
the,1
comer,0
"approach,",1
a,1
deflclt,0
of,1
$1,1
million,1
would,1
reduce,1
reserves,1
m,1
25%,1
of,1
the,1
operatlng,0
"budget,",1
whlle,0
reserves,1
would,1
drop,1
m,1
19%,1
mm,0
a,1
deficit,1
of,1
51.,0
3,1
mllllon,0
as,1
agalnst,0
the,1
general,1
crlterla,0
the,1
Assoclatlon,0
has,1
followed,1
of,1
a,1
reserve,1
of,1
about,1
50%.,1
mm,0
the,1
speclal,0
assessment,1
"approach,",1
at,1
a,1
reserve,1
level,1
of,1
50%,1
a,1
deflclt,0
of,1
$1,1
million,1
would,1
requlre,0
a,1
speclal,0
assessment,1
of,1
33a,0
of,1
current,1
dues,1
for,1
each,1
member,1
and,1
a,1
deficit,1
of,1
$1.3,1
mllllon,0
would,1
re*,0
qulre,0
a,1
speclal,0
assessment,1
of,1
43%.,1
The,1
Flnance,0
Commlttee,1
unanlmously,0
recommended,1
to,1
the,1
Executlve,0
Commlttee,1
that,1
the,1
flscal,0
year,1
1979779,0
deficit,1
should,1
be,1
funded,1
by,1
utlllzatlon,0
of,1
MCA'S,0
reserves,1
Hlth,0
the,1
crlterla,0
that,1
the,1
operatlng,0
reserves,1
could,1
not,1
fall,1
below,1
the,1
25%,1
level.,1
Th1:,0
was,1
approved,1
by,1
the,1
Executlve,0
Commlttee.,0
Mr.,1
Donley,1
then,1
revlewed,0
the,1
reorganlzatlon,0
of,1
"MCA,",1
1::,0
enhanced,1
advocacy,1
"role,",1
and,1
the,1
1ncreased,0
commltments,0
of,1
member,1
companles,0
1n,0
provldlng,0
strong,1
people,1
to,1
the,1
new,1
"commlttees,",0
1n,0
order,1
to,1
enable,1
the,1
Assoclatlon,0
to,1
respond,1
effectlvely,0
to,1
the,1
1ncreased,0
pressures,1
of,1
governmental,1
actlon.,0
He,1
sollclted,0
response,1
from,1
the,1
Board,1
and,1
all,1
member,1
com?,0
panles,0
to,1
the,1
1ncreased,0
communlcatlons,0
whlch,0
Hill,1
emanate,1
from,1
MCA,1
so,1
that,1
the,1
Assoclatlons,0
actlvltles,0
can,1
best,1
reflect,1
the,1
1nterests,0
of,1
the,1
1ndustry.,1
I,1
pnoposm,0
AMENDMENT,1
TO,1
THE,1
BYLAWS,1
Mr.,1
Barackman,1
advlsed,0
that,1
proposed,1
Bylaws,1
amendments,1
enclosed,1
mm,0
the,1
notlce,0
of,1
meetlng,0
would,1
effect,1
the,1
necessary,1
changes,1
resultlng,0
from,1
spllttlng,0
the,1
functlons,0
of,1
the,1
SecretaryiTreasurer,0
approved,1
by,1
the,1
Executlve,0
Commlttee.,0
0N,0
MOTION.,0
duly,1
made,1
and,1
"seconded,",1
1:,1
was,1
voTED:,0
That,1
the,1
proposed,1
amendments,1
to,1
the,1
"Bylaws,",1
as,1
set,1
fourth,1
1n,0
Exhibit,1
"B,",1
be,1
approved.,1
upon,1
017,0
CHAIRMAN,1
017,0
THE,1
13mm:,0
Mr.,1
Donley's,1
report,1
15,1
attached,1
as,1
Exhlblt,0
c.,1
ASSOCIATION,1
ACTIVITIES,1
Mr.,1
Roland's,1
report,1
follows:,1
The,1
Chalrman's,0
report,1
15,1
the,1
flrst,0
of,1
a,1
serles,0
of,1
quarterly,1
reports,1
whlch,0
Will,1
be,1
publlshed,0
to,1
the,1
entlre,0
MCA,1
membershlp.,0
CMA,1
037505,0
2051,0
”In,0
the,1
publlc,0
relatlons,0
area,1
we,1
had,1
12,1
company,1
experts,1
at,1
the,1
Natlonal,0
Assoclatlon,0
of,1
Farm,1
Broadcasters,1
conventlon,0
1n,0
Kansas,1
City,1
on,1
hand,1
to,1
dlscuss,0
23,1
toplcs.,0
4a,0
broadcasters,1
taped,1
14a,0
radlo,0
shows,1
to,1
be,1
alred,0
over,1
nearly,1
"1,500",1
radlo,0
statlons,0
coverlng,0
about,1
75%,1
of,1
the,1
Unlted,0
States.,1
The,1
program's,1
cost,1
of,1
reachlng,0
one,1
person,1
Varles,0
mm,0
audlence,0
slze,0
and,1
ranges,1
from,1
less,1
than,1
one,1
and,1
a,1
half,1
cents,1
to,1
a,1
thousandth,1
of,1
a,1
cent.,1
W,1
In,1
a,1
Visit,0
Hlth,0
Alfred,1
Kahn.,0
Chalman,0
of,1
the,1
Councll,0
on,1
Wage,1
and,1
Price,1
Stablllty,0
"(cowpsy,",0
he,1
531d,0
he,1
was,1
agalnst,0
wage/prlce,0
controls,1
and,1
would,1
work,1
for,1
more,1
effectlve,0
and,1
economlcal,0
government,1
1n,0
the,1
framework,1
of,1
regulatory,1
reform.,1
Because,1
he,1
1nd1cated,0
a,1
wllllngness,0
to,1
do,1
"so,",1
a,1
meetlng,0
mm,0
Mr.,1
"Kahn,",1
together,1
Hlth,0
Mr.,1
Barry,1
"Bosworth,",1
dlrector,0
of,1
"cois,",0
has,1
been,1
requested,1
at,1
whlch,0
time,1
the,1
chemlcal,0
mi,0
dustry,1
"problems,",1
as,1
embodled,0
1n,0
the,1
economlc,0
and,1
regulatory,1
proflle,0
developed,1
for,1
the,1
recent,1
meetlng,0
Hlth,0
Commerce,1
Secretary,1
Kreps.,0
would,1
be,1
dlscussed,0
7,1
especlally,0
1n,0
llght,0
of,1
the,1
fact,1
that,1
the,1
selectlon,0
of,1
1975777,0
as,1
base,1
years,1
for,1
proflts,0
and,1
prices,1
was,1
unfortunate,1
for,1
many,1
companles.,0
Meanwhlle,0
Mr.,1
Kahn,1
asks,1
for,1
1ndustry,0
support,1
of,1
the,1
announced,1
wage/prlce,0
guldellnes.,0
W,1
Another,1
area,1
of,1
concern,1
1:,1
chemlcal,0
1ndustry,0
coordlnatlon,0
mm,0
other,1
assoclatlons.,0
To,1
effect,1
"this,",1
the,1
new,1
posltlon,0
of,1
Dlrector,0
of,1
Assoclatlon,0
Liaison,1
15,1
bemg,0
establlshed,0
Hlthln,0
MCA.,1
Th1:,0
move,1
has,1
been,1
applauded,1
by,1
some,1
20,1
assoclatlons,0
mm,0
whom,1
1:,1
has,1
been,1
dlscussed.,0
The,1
Dlrector,0
Will,1
be,1
responslble,0
for,1
communlcatlng,0
1nformatlon,0
regardlng,0
MCA'S,0
"posltlons,",0
actlvltles,0
and,1
needs,1
to,1
other,1
relevant,1
1ndustry,0
trade,1
assoclatlons,0
and,1
groups,1
whlle,0
provldlng,0
MCA,1
mm,0
51ml“,0
1nfomatlon,0
from,1
them.,1
W,1
The,1
words,1
"""Manufacturlng",0
Chemlsts,0
"Assoclatlon""",0
don't,1
accurately,1
reflect,1
the,1
membershlp,0
of,1
the,1
1ndustry,0
assoclatlon,0
for,1
today's,1
man,1
1n,0
the,1
street.,1
The,1
name,1
"""Chemlcal",0
Manufacturers,1
"Assoclatlon""",0
(cum,0
conveys,1
the,1
1dea,0
that,1
the,1
assoclatlon,0
15,1
made,1
up,1
of,1
"cozporatlons,",0
rather,1
than,1
"persons,",1
who,1
make,1
the,1
commodlty,0
chemlcals.,0
The,1
Executlve,0
Commlttee,1
supports,1
thls,0
name,1
change.,1
The,1
matter,1
will,1
be,1
placed,1
on,1
the,1
agenda,1
for,1
the,1
January,1
Board,1
meetlng.,0
The,1
Executlve,0
Commlttee,1
recommends,1
that,1
15,1
approved,1
by,1
the,1
Board.,1
the,1
entlre,0
membershlp,0
then,1
be,1
polled,1
for,1
thelr,0
reactlon.,0
W,1
Mr.,1
Roland,1
concluded,1
his,1
report,1
Hlth,0
a,1
descrlptlon,0
of,1
the,1
program,1
planned,1
for,1
the,1
day,1
followlng,0
the,1
Board,1
meetlng.,0
GOVERNMENT,1
RELATIONS,1
upon,1
Mr.,1
Stover's,1
"report,",1
dlstrlbuted,0
at,1
the,1
"meeting,*",0
15,1
attached,1
as,1
Exhibit,1
D.,1
Durlng,0
his,1
report,1
he,1
revlewed,0
1n,0
detall,0
the,1
meetlng,0
mm,0
Commerce,1
Secretary,1
Kreps,1
and,1
chemlcal,0
1ndustry,0
spokesmen,1
and,1
also,1
called,1
attentlon,0
m,1
the,1
unportance,0
of,1
the,1
questlon,0
of,1
011,0
price,1
regulatlon.,0
Regardlng,0
the,1
"latter,",1
CMA,1
037505,0
MCA,1
has,1
testlfled,0
on,1
the,1
pricing,1
lssue,0
on,1
numerous,1
"occaslons,",0
1n,0
support,1
of,1
any,1
actlons,0
whlch,0
permit,1
petroleum,1
prices,1
to,1
rlse,0
to,1
world,1
levels,1
through,1
decontrol,1
or,1
phased,1
removal,1
of,1
price,1
controls.,1
Th1:,0
would,1
eni,0
able,1
prlmary,0
energy,1
prices,1
to,1
reflect,1
replacement,1
costs,1
and,1
provlde,0
the,1
maxlmum,0
incentlve,0
to,1
develop,1
new,1
resources,1
and,1
expand,1
the,1
supply,1
base.,1
At,1
the,1
concluslon,0
of,1
Mr.,1
Stover's,1
"report,",1
Mr.,1
Foveaux,1
dlscussed,0
the,1
Admlnlstratlon?s,0
anuqnflamon,0
program,1
headed,1
by,1
Alfred,1
"Kahn,",1
chalri,0
man,1
of,1
cois.,0
He,1
also,1
descrlbed,0
the,1
establlshment,0
of,1
an,1
MCA,1
task,1
group,1
charged,1
Hlth,0
monltorlng,0
developments,1
1n,0
the,1
wage/prlce,0
area;,1
guiding,1
companles,0
to,1
sources,1
of,1
1nfomatlon;,0
proposlng,0
MCA,1
responses,1
as,1
approprlate,0
and,1
recommendlng,0
them,1
for,1
approval,1
at,1
the,1
proper,1
level;,1
and,1
coordlnatlng,0
communlcatlons,0
as,1
they,1
are,1
needed.,1
upon,1
BY,1
GENERAL,1
COUNSEL,1
Mr.,1
Frost's,1
report,1
15,1
attached,1
as,1
Exhibit,1
E.,1
BUSINESS,1
mam,0
Report,1
of,1
Membershlp,0
Commlttee,1
As,1
"chalrman,",0
Mr.,1
Polzer,1
reported,1
the,1
commlttee's,0
havlng,0
examlned,0
the,1
quallflcatlons,0
of,1
the,1
company,1
named,1
below,1
and,1
recommended,1
1::,0
electlon.,0
0N,0
MOTION.,0
duly,1
made,1
and,1
"seconded,",1
1:,1
was,1
voTED:,0
That,1
Hatco,1
Chemlcal,0
Cozporatlon,0
be,1
elected,1
to,1
membershlp,0
1n,0
the,1
Assoclatlon.,0
NEW,1
BUSINESS,1
Mr.,1
Donley,1
advlsed,0
that,1
the,1
Chalman's,0
quarterly,1
report,1
to,1
the,1
Board,1
of,1
Dlrectors,0
would,1
be,1
dlstrlbuted,0
to,1
all,1
member,1
companles.,0
Mr.,1
Morley,1
expressed,1
concern,1
about,1
proposals,1
developlng,0
1n,0
the,1
MCA,1
Dccupatlonal,0
Safety,1
and,1
Health,1
Commlttee,1
for,1
the,1
identification,1
of,1
chronlc,0
hazards,1
on,1
sample,1
labels,1
appearlng,0
1n,0
MCA,1
safety,1
data,1
sheets.,1
Since,1
safety,1
data,1
sheet,1
labels,1
could,1
be,1
consldered,0
1n,0
some,1
quarters,1
as,1
an,1
1ndustry,0
"standard,",1
he,1
felt,1
that,1
there,1
was,1
a,1
serlous,0
rlsk,0
that,1
even,1
mlnor,0
defects,1
could,1
lead,1
to,1
costly,1
but,1
unnecessary,1
testlng,0
for,1
every,1
product,1
marketed,1
by,1
a,1
company.,1
He,1
wanted,1
to,1
be,1
sure,1
that,1
proposed,1
chronlc,0
hazard,1
labellng,0
guldellnes,0
recelved,0
approprlate,0
revlew,0
by,1
all,1
of,1
those,1
member,1
companles,0
pvlth,0
representatlves,0
servlng,0
on,1
the,1
commlttees,0
and,1
task,1
groups,1
Hlth,0
responi,0
Slbllltles,0
related,1
to,1
labellng.,0
He,1
was,1
assured,1
by,1
Mr.,1
Roland,1
that,1
the,1
report,1
of,1
the,1
Dccupatlonal,0
Safety,1
and,1
Health,1
"Commlttee,",0
whlchhas,0
the,1
responslblllty,0
1n,0
thls,0
area.,1
will,1
be,1
glven,0
the,1
wldest,0
posslble,0
"conslderatlon,",0
1nclud1ng,0
revlew,0
by,1
other,1
relevant,1
"commltteeS,",0
and,1
that,1
all,1
the,1
1nput,0
necessary,1
for,1
a,1
good,1
2053,0
work,1
product,1
will,1
be,1
consldered,0
by,1
that,1
commlttee,0
and,1
by,1
the,1
staff.,1
Vlted,0
comments,1
from,1
anyone,1
havlng,0
a,1
concern,1
1n,0
thls,0
matter.,1
Mr.,1
Henske,1
expressed,1
the,1
Vlew,0
that,1
1n,0
two,1
"years,",1
15,1
we,1
contlnue,0
on,1
our,1
present,1
"course,",1
MCA'S,0
budget,1
will,1
be,1
about,1
double,1
the,1
current,1
flscal,0
year's,1
budget.,1
MCA,1
has,1
become,1
more,1
"actlve,",0
whlch,0
Costa,1
money.,1
If,1
there,1
are,1
any,1
reservatlons,0
or,1
questlons,0
about,1
where,1
the,1
Assoclatlon,0
15,1
"headed,",1
they,1
should,1
be,1
communlcated,0
between,1
now,1
and,1
spring,1
at,1
whlch,0
time,1
declslons,0
concernlng,0
next,1
year's,1
budget,1
will,1
be,1
made.,1
We,1
are,1
headed,1
for,1
a,1
materlal,0
1ncrease,0
1n,0
the,1
costs,1
of,1
runnlng,0
MCA.,1
"Comments,",1
advlce,0
and,1
guldance,0
of,1
the,1
member,1
companles,0
are,1
welcomed.,1
Mr.,1
Donley,1
announced,1
that,1
Copies,1
of,1
the,1
Flnance,0
Commlttee,1
report,1
and,1
mlnutes,0
Will,1
be,1
dlstrlbuted,0
to,1
all,1
Board,1
members.,1
Bruce,1
M.,1
Barackman,1
Secretary,1
5,1
Edward,1
Donley,1
Chalman,0
of,1
the,1
Board,1
CMA,1
037509,0
Exhibit,1
A,1
upon,1
017,0
THE,1
TREASURER,1
November,1
"2D,",0
1979,1
Dollar,1
amounts,1
rounded,1
from,1
tabular,1
detalls,0
mcom,0
&,1
EXPENSE,1
June,1
"1,",1
1979,1
7,1
October,1
31.,1
1979,1
Income,1
Membershlp,0
Fees,1
Other,1
5,1
Months,1
(4217,0
402,1
Expense,1
Operatlons,0
Projects,1
Percent,1
of,1
Budget,1
127,1
ASSETS,1
(As,1
of,1
October,1
31.,1
19787,0
Cash,1
Investments,1
Mlscellaneous,0
41,1
"e,",0
539,0
a,1
CMA,1
037509,0
Exhibit,1
B,1
Proposed,1
Amendments,1
to,1
MCA,1
Bylaws,1
Attached,1
are,1
MCA,1
Bylaws,1
amendments,1
submltted,0
by,1
General,1
Counsel,1
to,1
effect,1
changes,1
resultlng,0
from,1
spllttlng,0
the,1
functlons,0
of,1
the,1
SecretaryiTreasurer.,0
MCA,1
CMA,1
037510,0
pnoposm,0
AMENDMENTS,1
TO,1
THE,1
BYLAWS,1
(Language,1
to,1
be,1
deleted,1
struck,1
through;,1
new,1
language,1
underscored),1
Artlcle,0
III,1
*Sectlon,0
4.,1
MEMBERSHIP,1
Electlon,0
of,1
Appllcants,0
(Fourth,1
sentencey,0
Followlng,0
electlon,0
m,1
"membershlp,",0
notlce,0
thereof,1
shall,1
be,1
mallet!,0
to,1
the,1
appllcant,0
and,1
to,1
all,1
other,1
members,1
of,1
the,1
Assoclatlon,0
by,1
the,1
SecretaipyiTreasurer,0
Secretary,1
and,1
upon,1
pay*,0
ment,1
of,1
the,1
entrance,1
fee,1
and,1
membershlp,0
fee,1
the,1
appllcant,0
shall,1
become,1
a,1
member,1
of,1
the,1
Assoclatlon.,0
Artlcle,0
III,1
*Sectlon,0
5.,1
MEMBERSHIP,1
Wlthdrawal,0
Any,1
member,1
"may,",1
upon,1
payment,1
of,1
any,1
unpald,0
obllgatlons,0
to,1
the,1
"Assoclatlon,",0
wlthdraw,0
from,1
membershlp,0
at,1
any,1
tune,1
by,1
glvlng,0
at,1
least,1
thlrty,0
days',1
advance,1
wrltten,0
notlce,0
thereof,1
to,1
the,1
Presldent,0
or,1
the,1
SeeFefcaipyiTreasuFeFr,0
Secretary.,1
Artlcle,0
IIIiSectlon,0
"7,",1
MEMBERSHIP,1
Temlnatlon,0
(Second,1
sentenCE7,0
1:,1
shall,1
be,1
the,1
duty,1
of,1
each,1
such,1
member,1
to,1
give,1
prompt,1
notlce,0
1n,0
writing,1
to,1
the,1
Presldent,0
or,1
Seerefcapy...'Treasurer,0
Secretary,1
of,1
any,1
change,1
1n,0
ownershlp,0
or,1
actlvltles,0
affectlng,0
the,1
quallflcatlons,0
for,1
membershlp,0
of,1
such,1
member.,1
Artlcle,0
1v,0
*Sectlon,0
3.,1
FEES,1
Arrears,1
Any,1
member,1
falling,1
to,1
pay,1
his,1
entrance,1
or,1
annual,1
membershlp,0
fee,1
Within,1
thlrty,0
days,1
from,1
the,1
time,1
1:,1
becomes,1
"due,",1
shall,1
be,1
notlfled,0
by,1
the,1
Seeresrapywpeasussc,0
Treasurer,1
and,1
15,1
payment,1
thereof,1
15,1
not,1
made,1
Hlthln,0
the,1
succeedlng,0
thlrty,0
"days,",1
such,1
member,1
shall,1
be,1
reported,1
to,1
the,1
Board,1
of,1
Dlrectors,0
as,1
1n,0
"arrears,",1
and.,1
15,1
so,1
ordered,1
by,1
the,1
"Board,",1
shall,1
be,1
dropped,1
from,1
membershlp,0
and,1
thereupon,1
shall,1
forfeit,1
all,1
rlghts,0
"ant""",0
prlvlleges,0
of,1
membershlp.,0
Artlcle,0
v,1
*Sectlon,0
9.,1
2,1
BOARD,1
017,0
ummmns,0
Mlnutes,0
The,1
Board,1
of,1
Dlrectors,0
and,1
the,1
Executlve,0
"Commlttee,",0
"respectlvely,",0
shall,1
keep,1
mlnutes,0
of,1
1:5,0
proceedlngs,0
and,1
after,1
each,1
meetlng,0
shall,1
transmlt,0
m,1
the,1
Seeretaipiy...Treasurer,0
Secretary,1
of,1
the,1
Assoclatlon.,0
for,1
permanent,1
filing,1
among,1
the,1
records,1
of,1
the,1
A5507,0
"clatlon,",0
a,1
copy,1
of,1
the,1
mlnutes,0
of,1
such,1
meetlng,0
Signed,0
by,1
the,1
Secre*,0
tary,1
of,1
the,1
meetlng,0
and,1
certlfled,0
as,1
correct,1
by,1
the,1
presldlng,0
offlcer.,0
Artlcle,0
v1,0
*Sectlon,0
1.,1
OFFICERS,1
Number,1
and,1
Electlon,0
(Flrst,0
and,1
second,1
sentences),1
The,1
Offlcers,0
of,1
the,1
Assoclatlon,0
shall,1
conslst,0
of,1
a,1
Chalman,0
of,1
the,1
Board.,1
a,1
Vice,1
Chalman,0
of,1
the,1
Board.,1
a,1
Chalri,0
man,1
of,1
the,1
Executlve,0
"CommlttEE,",0
a,1
"Presldent,",0
one,1
or,1
more,1
Vice,1
Treasurer.,1
Except,1
for,1
the,1
Vice,1
"Presldents""",0
andithe*SeerefcaipyTireaisﬂzinfT,0
the,1
Secretary,1
and,1
the,1
"Treasurer,",1
the,1
Offlcers,0
shall,1
be,1
elected,1
annually,1
by,1
the,1
Board,1
of,1
Dlrectors,0
at,1
the,1
Annual,1
Meeti,0
mg,0
of,1
the,1
Board.,1
Artlcle,0
v1,0
*Sectlon,0
5.,1
OFFICERS,1
The,1
Presldent,0
(Flrst,0
sentence,1
only),1
There,1
shall,1
be,1
elected,1
as,1
Presldent,0
an,1
executlve,0
who,1
will,1
devote,1
his,1
full,1
tune,1
to,1
admlnlsterlng,0
the,1
affalrs,0
of,1
the,1
Assoclatlon.,0
Artlcle,0
v1,0
*Sectlon,0
a.,1
OFFICERS,1
The,1
Vice,1
Presldents,0
(Flrst,0
sentenCE7,0
The,1
"Presldent,",0
mm,0
the,1
approval,1
of,1
the,1
Board,1
of,1
"Dlrectors,",0
shall,1
appoint,1
one,1
or,1
more,1
Vice,1
"Presldents,",0
each,1
of,1
whom,1
shall,1
have,1
such,1
powers,1
and,1
dutles,0
as,1
shall,1
be,1
prescrlbed,0
by,1
the,1
Pre51*,0
dent;,1
he,1
may,1
also,1
deslgnate,0
the,1
gesirelaryiTireaewie*...i,0
Secretary,1
and,1
the,1
Treasurer,1
to,1
be,1
~,1
Vice,1
Presldents.,0
Artlcle,0
v1,0
*Sectlon,0
7.,1
OFFICERS,1
Thaiseerefcaipy.,0
.,1
.,1
'Treasurer,0
The,1
Secretary,1
and,1
the,1
Treasurer,1
The,1
Seorefcairy...Treasurer,0
Secretary,1
and,1
the,1
Treasurer,1
shall,1
be,1
appolnted,0
by,1
the,1
"Presldent,",0
Hlth,0
the,1
approval,1
of,1
the,1
Board,1
of,1
Dlrectors.,0
"Hie,",0
The,1
Treasurer,1
shall,1
be,1
the,1
chlef,0
admmstrauvep,0
£17,0
nanclal,0
and,1
accountlng,0
offlcer,0
of,1
the,1
Assoclatlon,0
and,1
shall,1
have,1
charge,1
CMA,1
037512,0
7,1
3,1
of,1
all,1
funds,1
of,1
the,1
Assoclatlon,0
and,1
shall,1
cause,1
such,1
funds,1
to,1
be,1
deposlted,0
m,1
the,1
credlt,0
of,1
the,1
Assoclatlon,0
1n,0
one,1
or,1
more,1
banks.,0
deslgnated,0
by,1
the,1
Board,1
of,1
Dlrectors,0
Such,1
funds,1
may,1
be,1
drawn,1
only,1
over,1
the,1
slgnature,0
of,1
such,1
person,1
or,1
persons,1
as,1
may,1
be,1
authorlzed,0
by,1
the,1
Board,1
of,1
Dlrectors,0
The,1
Treasurer,1
shall,1
malntaln,0
a,1
proper,1
record,1
of,1
all,1
"dues,",1
"fees,",1
"qulred,",0
at,1
the,1
expense,1
of,1
the,1
"Assoclatlon,",0
to,1
give,1
a,1
bond,1
for,1
the,1
falth*,0
m1,0
dlscharge,0
of,1
his,1
duty,1
1n,0
such,1
amount,1
and,1
Hlth,0
such,1
condltlons,0
as,1
the,1
Board,1
of,1
Dlrectors,0
may,1
requlre.,0
The,1
SeeretaipyiTreasurer,0
Secretary,1
shall,1
have,1
the,1
custody,1
of,1
the,1
books,1
and,1
papers,1
and,1
the,1
corporate,1
seal,1
of,1
the,1
A550*,0
elation;,0
and,1
shall,1
keep,1
a,1
correct,1
roster,1
of,1
all,1
members,1
Hlth,0
thelr,0
last,1
known,1
"addresses,",0
andifrhallimalnfchmiaip.”PopsiFi”.r«7c«wdie£all,0
duesr,1
*feesn,0
*anddziontirlbutlon757,0
reeslvecf.The,0
SeeretaipyiTFeasure,0
Secretary,1
shall,1
give,1
notlce,0
of,1
and,1
attend,1
all,1
meetlngs,0
of,1
the,1
Assoclatlon,0
and,1
of,1
the,1
Board,1
of,1
"Dlrectors,",0
and,1
shall,1
keep,1
mlnutes,0
of,1
such,1
meetlngs.,0
He,1
shall,1
notlfy,0
tne,1
Offlcers,0
and,1
Dlrectors,0
and,1
members,1
of,1
the,1
Assoclatlon,0
of,1
thelr,0
"electlon,",0
and,1
commlttee,0
members,1
of,1
thelr,0
appolntment.,0
I,1
I,1
In,1
case,1
of,1
the,1
absence,1
or,1
dlsablllty,0
of,1
the,1
Seeresrrnyvreasweq,0
Secretary,1
or,1
the,1
"Treasurer,",1
the,1
Presldent,0
may,1
appolnt,0
an,1
actlng,0
SeeFetairiyiTreasurer?,0
Secretary,1
or,1
Treasurer.,1
Artlcle,0
v1,0
*Sectlon,0
9.,1
OFFICERS,1
Compensatlon,0
of,1
Offlcers,0
lsecond,0
sentencey,0
The,1
"Presldent,",0
the,1
Vice,1
"Presldents,",0
tbs?,0
"SeoretagyTireaisﬂziriri,",0
the,1
"Secretary,",1
the,1
"Treasurer,",1
any,1
offlcers,0
and,1
agents,1
elected,1
or,1
appolnted,0
under,1
Sectlon,0
a,1
of,1
thls,0
"Artlcle,",0
and,1
51,1
other,1
employees,1
of,1
the,1
Assoclatlon,0
shall,1
recelve,0
such,1
compensatlo,0
as,1
may,1
be,1
detemlned,0
by,1
the,1
Board,1
of,1
Dlrectors.,0
Artlcle,0
v11,0
77,1
MEETINGS,1
Sectlon,0
1.,1
Annual,1
Meetlng,0
The,1
Annual,1
Meetlng,0
of,1
members,1
of,1
the,1
Assoclatlon,0
for,1
the,1
electlon,0
of,1
Dlrectors,0
and,1
other,1
"purposes,",1
shall,1
.e,0
held,1
duri,0
mg,0
the,1
month,1
of,1
June,1
each,1
"year,",1
at,1
such,1
time,1
and,1
"plac-,",0
Either,0
Within,1
or,1
wlthout,0
the,1
State,1
of,1
New,1
York.,1
as,1
may,1
be,1
flxd,0
by,1
the,1
Board,1
of,1
Dlrectors.,0
At,1
least,1
fourteen,1
days',1
wrltten,0
ntlce,0
of,1
the,1
Annual,1
Meetlng,0
shall,1
be,1
glven,0
by,1
the,1
See,1
Feterpyw-awrer,0
Sec,1
re,1
tary,1
to,1
each,1
member,1
of,1
the,1
Assoclatlon,0
CMA,1
037513,0
Exhibit,1
C,1
CHAIRMAN'S,1
upon,1
"August,",1
"September,",1
October,1
1979,1
Introductlon,0
The,1
close,1
of,1
the,1
95th,1
congress,1
1n,0
October,1
brough,0
a,1
mass,1
of,1
leglslatlon,0
whlch,0
we,1
are,1
5:111,0
studylng,0
for,1
1::,0
elevance,0
to,1
the,1
chemlcal,0
1ndustry.,1
The,1
Natlonal,0
Energy,1
"Program,",1
of,1
"course,",1
15,1
the,1
most,1
unportant,0
of,1
these,1
lastimlnute,0
m,1
5,1
because,1
of,1
the,1
budsiranglng,0
and,1
contlnulng,0
1mpact,0
1:,1
H11,0
have.,1
But,1
amld,0
the,1
closmg,0
rush,1
were,1
other,1
Signal,0
sucn-sses,0
for,1
MCA,1
and,1
the,1
1ndustry.,1
They,1
were,1
treated,1
extenslvely,0
1n,0
3,1
speclal,0
Federal,1
Leglslatlve,0
Bulletln,0
and,1
a,1
specla,0
1nsert,0
m,1
MCA,1
"News,",1
but,1
thelr,0
names,1
bear,1
repeatlng,0
hex“.,0
Sectlon,0
"311,",1
"""Superfund.""",1
TSCA,1
amendments.,1
energy,1
reortlng.,0
The,1
successes,1
were,1
the,1
result,1
of,1
close,1
ooperatlon,0
among,1
all,1
staff,1
members.,1
1:,1
15,1
thls,0
klnd,0
of,1
"cooperatlon,",0
thls,0
klnd,0
of,1
actlvlty,0
that,1
will,1
mark,1
the,1
«nu,0
of,1
the,1
new,1
ad?,0
Vocacy,0
role,1
MCA,1
has,1
begun,1
to,1
play.,1
The,1
agenda,1
for,1
the,1
next,1
quarter,1
15,1
ull.,0
The,1
Resource,1
coni,0
servatlon,0
and,1
Recovery,1
"Act,",1
Certal,0
aspects,1
of,1
the,1
Toxlc,0
Substances,1
Control,1
"ACt,",0
pretreatmnt,0
"regulatlons,",0
preveni,0
tlon,0
of,1
Significant,1
deterloratlo,0
"regulatlons,",0
state,1
1mplemi,0
entatlon,0
plans,1
on,1
alr,0
"pollutlon,",0
product,1
liability,1
leglslatlon.,0
And,1
more.,1
Never.,0
1:,1
"seems,",1
has,1
there,1
has,1
so,1
much,1
to,1
do.,1
and,1
never,1
has,1
the,1
Assoclatlon,0
bee,0
1n,0
better,1
condltlon,0
to,1
do,1
1:.,0
The,1
reorganlzatlon,0
15,1
worklng,0
and,1
the,1
more,1
tlghtly,0
structured,1
commlttees,0
and,1
staff,1
are,1
rssondlng,0
mm,0
renewed,1
Spirit,0
to,1
the,1
tasks,1
faclng,0
them.,1
EDWARD,1
DDNLEY,0
Chalman,0
of,1
the,1
Board,1
CMA,1
037514,0
TECHNICAL,1
DEPARTMENT,1
CHEMICAL,1
REGULATIONS,1
ADV,0
sony,0
COMMITTEE.,1
MCA,1
has,1
made,1
every,1
effo,0
to,1
make,1
clear,1
